province,crop_type,soil_type,season_rainfall_mm,avg_temp_c,soil_moisture_pct,irrigation_mm,fertilizer_kg_ha,pest_pressure_index,farm_size_ha,yield_tons_per_ha
North West,Maize,Clay,619.4,16.9,42.1,296.4,177.9,4.22,10.5,6.6
KwaZulu-Natal,Maize,Sandy Loam,785.2,25.1,43.4,173.0,205.2,2.65,4.9,8.14
North West,Wheat,Sandy,500.9,27.7,19.1,145.4,156.7,2.58,116.8,3.07
Free State,Soybean,Clay,538.3,23.5,30.8,166.3,244.5,1.13,19.6,3.36
North West,Soybean,Loam,412.3,27.0,23.4,178.8,101.7,1.12,13.4,2.97
Free State,Wheat,Sandy,554.2,24.0,30.0,60.6,122.3,3.28,19.4,3.4
Mpumalanga,Maize,Loam,528.1,21.3,30.3,70.1,161.7,2.66,67.6,6.94
Mpumalanga,Wheat,Clay,350.4,21.6,18.2,62.8,159.0,0.94,7.0,3.05
Mpumalanga,Soybean,Clay,395.8,19.7,29.4,0.0,307.3,0.37,1.0,2.72
Free State,Sunflower,Loam,542.0,20.0,24.2,126.1,218.8,7.02,16.6,1.86
Limpopo,Soybean,Loam,516.8,24.5,28.9,71.1,198.5,1.59,5.3,3.95
KwaZulu-Natal,Sunflower,Clay,347.7,25.5,23.8,119.6,232.4,1.93,12.9,2.32
Mpumalanga,Wheat,Sandy,521.4,27.9,30.2,68.2,138.1,3.75,22.9,2.43
Limpopo,Soybean,Loam,369.9,21.8,16.8,229.8,115.8,1.36,16.5,3.36
Mpumalanga,Sunflower,Loam,631.5,17.8,30.3,123.7,120.6,1.48,13.8,2.47
KwaZulu-Natal,Sunflower,Sandy,558.5,21.3,26.4,54.3,157.4,4.39,19.6,1.95
KwaZulu-Natal,Sunflower,Sandy,885.5,13.2,51.5,177.7,161.9,1.8,18.7,3.9
North West,Wheat,Loam,568.5,23.5,32.9,113.8,242.8,2.99,1.0,3.92
KwaZulu-Natal,Soybean,Clay,749.8,21.7,40.4,44.3,230.3,6.19,127.9,3.13
Limpopo,Soybean,Sandy,937.9,24.8,44.1,126.3,141.3,2.28,5.0,4.82
Limpopo,Wheat,Sandy Loam,723.6,18.1,32.5,195.9,326.9,4.09,1.0,4.9
Mpumalanga,Maize,Sandy Loam,739.8,13.1,33.9,228.3,156.9,7.41,55.3,7.6
North West,Maize,Clay,480.6,20.4,24.1,134.6,216.7,1.93,25.0,5.94
Mpumalanga,Wheat,Sandy Loam,367.6,17.7,13.2,135.1,105.6,0.4,1.0,2.94
North West,Sunflower,Sandy,290.6,21.2,26.0,180.3,200.9,1.4,30.0,2.37
KwaZulu-Natal,Soybean,Sandy,564.2,15.2,24.5,20.5,125.4,2.18,27.7,2.72
Free State,Soybean,Clay,422.3,22.8,14.3,332.5,320.2,2.02,7.7,3.62
KwaZulu-Natal,Maize,Sandy Loam,654.7,23.6,35.0,281.4,109.9,2.69,44.3,7.39
North West,Soybean,Sandy,525.1,24.3,35.9,8.9,278.5,0.29,8.4,3.02
Free State,Maize,Clay,340.0,25.5,19.6,103.3,270.1,4.43,9.3,5.06
Limpopo,Sunflower,Loam,790.4,20.7,38.1,98.5,172.6,4.55,2.4,2.85
North West,Soybean,Sandy Loam,608.2,20.5,34.4,124.5,222.3,3.83,39.9,3.81
North West,Maize,Sandy Loam,365.7,21.8,19.9,137.8,171.4,0.79,5.3,5.77
North West,Soybean,Sandy Loam,549.9,20.4,34.3,77.0,248.0,3.13,45.3,3.35
Free State,Wheat,Clay,576.1,23.2,24.9,158.5,280.7,3.65,48.0,4.23
KwaZulu-Natal,Sunflower,Sandy,459.5,18.7,28.4,230.2,262.1,0.78,13.9,2.81
KwaZulu-Natal,Sunflower,Loam,610.5,21.0,27.2,173.9,230.7,4.02,11.0,3.1
Free State,Wheat,Sandy Loam,564.6,21.5,42.3,59.0,146.9,4.1,39.9,3.77
North West,Soybean,Sandy,825.8,17.0,42.7,88.2,167.3,3.34,29.9,3.88
KwaZulu-Natal,Maize,Sandy,930.8,22.4,46.7,183.9,195.7,2.7,13.9,7.72
Free State,Soybean,Sandy,780.1,16.7,39.5,170.4,188.8,1.6,4.2,4.69
Limpopo,Sunflower,Clay,530.2,23.1,28.7,44.7,186.5,2.81,12.7,2.53
North West,Maize,Sandy,603.6,19.2,33.0,114.0,175.0,2.52,13.9,5.57
Mpumalanga,Soybean,Clay,443.8,19.9,24.6,154.8,113.7,1.1,28.9,2.97
Limpopo,Sunflower,Sandy Loam,834.5,24.9,34.4,271.6,293.0,0.29,65.4,5.13
North West,Maize,Clay,544.7,26.0,18.2,117.7,90.1,0.73,25.1,5.71
North West,Soybean,Sandy Loam,376.1,20.9,23.0,157.7,214.3,1.99,37.2,3.32
KwaZulu-Natal,Maize,Sandy,413.7,21.0,26.3,0.0,45.9,0.97,3.9,3.75
Mpumalanga,Sunflower,Sandy Loam,884.6,18.5,45.3,194.9,216.8,3.25,1.0,4.22
KwaZulu-Natal,Sunflower,Sandy Loam,650.5,24.9,42.8,140.4,89.6,4.91,23.2,2.43
Free State,Maize,Clay,395.1,20.4,21.2,176.6,192.4,3.34,39.4,5.4
North West,Maize,Sandy,930.3,19.6,47.6,240.4,257.4,2.77,6.1,8.45
KwaZulu-Natal,Wheat,Sandy,653.5,26.8,34.9,155.0,296.0,3.8,23.7,4.34
KwaZulu-Natal,Wheat,Clay,516.8,21.8,25.5,194.2,147.4,3.58,7.8,3.54
Free State,Soybean,Sandy Loam,458.9,21.2,31.8,243.0,163.6,0.49,6.4,3.88
Limpopo,Wheat,Sandy Loam,585.1,18.1,,24.2,229.8,0.68,80.1,4.34
North West,Wheat,Clay,761.4,18.4,46.3,143.9,222.3,0.76,43.0,5.31
North West,Soybean,Clay,415.6,20.1,30.6,165.2,124.7,5.51,31.0,2.46
Mpumalanga,Sunflower,Sandy Loam,517.4,23.2,27.1,87.6,262.6,5.06,32.8,2.35
Limpopo,Sunflower,Clay,275.5,17.0,23.3,111.2,254.8,6.34,1.1,2.36
Free State,Wheat,Loam,754.6,19.3,40.5,213.6,121.2,2.62,22.2,5.46
North West,Soybean,Loam,309.5,17.5,17.3,97.2,110.0,7.27,34.7,1.78
Free State,Maize,Sandy,394.1,21.2,16.6,282.8,152.3,3.38,3.3,5.18
North West,Soybean,Sandy Loam,518.5,20.2,23.9,68.3,133.8,1.92,35.2,2.83
North West,Soybean,Sandy,286.1,25.0,13.4,140.4,176.9,0.79,8.5,1.29
Free State,Wheat,Clay,381.8,16.9,19.7,86.6,174.7,2.58,14.3,2.77
Limpopo,Maize,Clay,485.6,19.8,27.9,112.3,86.3,6.48,41.6,4.38
Mpumalanga,Soybean,Loam,464.3,27.9,22.1,241.3,145.7,1.39,21.9,3.0
Mpumalanga,Soybean,Loam,835.9,22.4,51.4,90.1,173.6,2.18,25.8,5.11
Limpopo,Soybean,Clay,397.3,19.5,30.8,56.4,191.0,2.13,55.3,2.17
KwaZulu-Natal,Soybean,Sandy,585.7,28.2,29.1,188.7,142.9,2.66,13.3,3.32
Free State,Maize,Sandy,548.3,23.8,31.6,227.0,140.4,1.38,52.1,6.04
Mpumalanga,Sunflower,Sandy Loam,514.6,25.7,36.1,215.8,198.6,2.31,1.0,2.86
Limpopo,Maize,Clay,647.6,22.8,29.6,181.5,193.3,2.34,35.9,7.03
Limpopo,Soybean,Sandy,483.7,26.0,16.7,168.0,287.3,4.16,2.2,3.42
Mpumalanga,Sunflower,Sandy Loam,657.7,14.9,44.9,99.4,115.1,3.4,23.7,2.16
North West,Wheat,Clay,797.9,24.9,42.2,119.6,236.2,2.01,1.1,5.06
Free State,Maize,Sandy,429.3,28.5,26.1,196.0,205.3,3.61,15.9,4.54
North West,Maize,Sandy,427.7,18.1,18.4,250.5,224.5,6.02,8.6,4.78
Limpopo,Maize,Loam,533.0,16.9,24.4,11.2,296.3,2.01,38.5,7.4
Free State,Maize,Sandy Loam,627.3,22.1,32.2,136.1,158.2,3.41,37.6,6.78
Free State,Wheat,Sandy Loam,791.1,27.3,33.8,112.8,101.3,2.48,26.5,4.38
Free State,Wheat,Loam,596.7,26.3,34.7,107.4,224.4,0.69,7.8,5.07
Mpumalanga,Soybean,Loam,724.0,26.8,39.9,134.7,144.8,1.89,25.0,4.59
KwaZulu-Natal,Sunflower,Sandy,491.7,24.2,21.7,151.9,189.5,1.12,19.7,1.95
KwaZulu-Natal,Soybean,Sandy Loam,721.1,17.2,35.9,90.5,204.0,4.26,3.9,4.08
KwaZulu-Natal,Wheat,Sandy Loam,564.8,23.5,28.3,54.0,239.6,1.2,48.7,4.51
Free State,Maize,Sandy,579.9,17.1,26.0,216.7,55.9,4.89,6.7,4.51
Free State,Soybean,Loam,719.1,19.1,32.0,206.6,242.0,6.24,1.6,4.16
Limpopo,Wheat,Loam,764.7,19.5,44.9,76.4,191.6,4.34,8.6,5.06
North West,Sunflower,Sandy,661.5,27.9,38.7,61.7,250.5,2.21,58.4,2.87
North West,Wheat,Sandy,550.9,25.1,39.0,11.9,121.9,3.37,4.0,3.46
Mpumalanga,Maize,Sandy,657.8,22.8,28.9,251.2,180.6,1.18,79.7,6.68
Free State,Soybean,Loam,739.1,20.0,39.5,160.1,245.8,3.38,36.2,4.52
KwaZulu-Natal,Maize,Clay,486.7,24.9,28.1,0.0,230.6,0.98,1.0,5.69
North West,Wheat,Sandy Loam,637.4,16.6,35.1,111.6,142.4,4.92,51.4,3.61
Free State,Maize,Sandy Loam,490.8,20.2,22.7,107.2,269.1,1.93,74.4,6.67
Limpopo,Sunflower,Sandy Loam,444.0,21.0,24.7,99.2,201.2,1.89,13.3,1.45
Limpopo,Soybean,Sandy Loam,365.6,15.9,13.6,36.8,97.6,1.7,22.3,2.04
Mpumalanga,Wheat,Loam,456.5,23.2,27.0,112.9,267.4,3.68,7.5,4.56
North West,Maize,Loam,403.9,24.3,32.6,22.0,88.4,4.83,8.9,5.81
North West,Wheat,Clay,707.3,16.6,35.2,81.6,86.0,1.38,48.7,4.03
Free State,Wheat,Clay,674.9,26.0,40.7,28.1,227.4,3.9,16.4,4.25
North West,Sunflower,Sandy Loam,435.2,22.3,25.1,212.4,171.2,1.62,32.2,3.17
North West,Sunflower,Sandy Loam,442.6,23.8,27.8,0.0,187.9,2.16,17.0,1.89
North West,Maize,Loam,215.6,24.8,8.1,129.8,185.0,3.83,15.4,4.67
Free State,Wheat,Sandy,657.2,23.8,36.7,218.9,145.6,4.31,2.9,3.36
Mpumalanga,Maize,Clay,705.5,26.2,45.8,0.0,266.2,4.82,18.2,18.72
Free State,Sunflower,Sandy,547.0,23.8,28.1,134.5,194.5,0.7,1.0,2.2
Mpumalanga,Soybean,Clay,524.6,18.4,26.3,143.0,108.3,4.91,42.6,2.99
North West,Sunflower,Sandy,494.3,23.3,29.2,131.2,240.9,5.07,30.5,2.02
KwaZulu-Natal,Sunflower,Sandy Loam,531.0,24.0,26.0,76.3,105.6,3.76,21.6,1.76
Limpopo,Soybean,Sandy,356.6,25.7,,62.6,252.2,1.71,3.8,2.65
North West,Sunflower,Sandy Loam,605.9,23.1,28.4,118.0,116.9,5.77,10.7,2.36
North West,Maize,Loam,709.4,18.5,34.0,90.2,20.0,2.4,17.9,7.22
Free State,Soybean,Clay,552.3,23.4,30.9,252.7,245.9,0.39,28.5,4.7
Free State,Sunflower,Sandy Loam,683.8,17.6,29.6,212.2,293.1,2.44,2.2,3.69
Limpopo,Sunflower,Clay,634.3,26.6,43.7,114.2,316.4,4.51,27.3,2.92
Free State,Maize,Loam,848.3,21.6,38.9,125.7,93.1,3.7,17.4,8.49
KwaZulu-Natal,Soybean,Loam,425.5,21.5,19.4,39.4,195.9,0.51,35.9,3.55
Free State,Soybean,Loam,638.3,13.7,37.8,143.8,186.4,3.51,37.6,4.35
Mpumalanga,Wheat,Clay,460.0,22.2,24.6,130.7,185.9,3.93,5.1,3.5
KwaZulu-Natal,Sunflower,Loam,733.2,17.8,42.3,62.3,177.8,4.77,10.9,2.67
Limpopo,Wheat,Loam,720.4,23.3,45.8,189.2,272.1,0.17,13.5,5.67
Free State,Sunflower,Loam,314.8,12.0,8.3,211.7,113.2,3.34,1.1,1.73
Mpumalanga,Soybean,Clay,486.7,21.2,39.8,136.8,150.0,3.02,44.7,2.47
Mpumalanga,Wheat,Clay,475.8,26.5,26.5,249.9,184.1,0.53,30.9,3.83
North West,Soybean,Sandy Loam,520.7,22.1,29.2,59.1,117.0,4.15,45.6,2.51
North West,Maize,Clay,609.9,23.9,40.5,206.1,223.5,2.26,56.8,6.81
Free State,Sunflower,Sandy,559.8,18.7,29.4,53.3,258.9,3.81,1.2,2.04
North West,Sunflower,Clay,565.0,22.2,27.0,138.2,250.5,0.76,41.8,3.28
KwaZulu-Natal,Soybean,Sandy,777.1,25.2,47.9,72.5,102.3,2.04,22.0,4.17
Limpopo,Soybean,Sandy,763.4,19.3,31.4,62.0,150.7,1.65,76.3,3.92
KwaZulu-Natal,Soybean,Sandy Loam,575.4,23.0,33.8,22.8,204.7,2.47,17.7,3.21
Mpumalanga,Sunflower,Sandy,474.0,25.4,14.3,86.8,127.7,1.1,3.7,1.92
North West,Wheat,Sandy,615.8,24.1,35.5,216.4,260.6,2.14,31.3,3.8
Mpumalanga,Soybean,Clay,578.2,22.8,32.6,182.1,169.9,2.65,28.9,2.95
KwaZulu-Natal,Sunflower,Sandy,580.6,33.6,20.8,114.0,224.7,3.86,6.0,1.69
Mpumalanga,Wheat,Loam,620.8,24.0,46.6,0.0,160.4,2.56,27.1,4.04
KwaZulu-Natal,Wheat,Loam,612.7,21.6,23.2,35.5,238.6,2.25,23.5,4.6
Mpumalanga,Sunflower,Sandy Loam,453.3,26.6,23.3,197.4,136.0,3.31,2.9,2.74
Limpopo,Maize,Clay,614.9,22.7,23.7,66.2,57.9,1.5,3.8,5.85
Mpumalanga,Maize,Clay,600.9,24.0,36.1,41.2,138.4,1.79,66.6,5.8
Free State,Wheat,Sandy,989.4,24.6,52.0,136.3,176.8,4.45,41.8,5.63
Limpopo,Soybean,Loam,878.8,23.3,43.7,225.2,201.9,1.67,1.7,5.8
North West,Maize,Sandy Loam,633.0,19.7,37.4,122.9,228.0,3.18,49.4,7.15
Limpopo,Sunflower,Loam,561.0,18.6,25.7,51.6,200.9,0.59,2.4,2.2
KwaZulu-Natal,Maize,Clay,535.4,19.3,31.1,0.0,168.8,1.55,40.3,6.58
North West,Sunflower,Clay,464.6,24.5,23.7,203.4,66.7,2.5,29.9,2.0
Limpopo,Maize,Loam,521.5,28.0,30.6,192.3,252.6,0.9,17.6,7.48
Mpumalanga,Soybean,Clay,548.9,17.6,,79.6,142.6,1.65,4.1,3.17
KwaZulu-Natal,Sunflower,Sandy,364.3,20.2,17.1,252.8,82.1,4.64,25.7,0.84
North West,Sunflower,Clay,494.1,24.1,23.9,0.0,128.4,2.76,2.6,1.84
North West,Wheat,Sandy,760.3,29.4,40.9,155.9,226.2,3.31,11.8,3.85
Mpumalanga,Wheat,Clay,667.7,23.1,35.2,113.7,240.1,3.35,3.7,4.89
Mpumalanga,Maize,Clay,597.0,28.4,37.1,183.7,260.9,2.36,37.4,5.88
Mpumalanga,Sunflower,Loam,604.8,25.0,38.1,118.2,116.8,3.26,17.7,2.38
Free State,Soybean,Loam,645.4,24.1,32.2,231.0,224.3,0.91,8.6,4.23
KwaZulu-Natal,Soybean,Clay,631.1,15.7,33.3,66.6,253.0,2.93,7.8,3.66
KwaZulu-Natal,Soybean,Clay,293.8,23.1,20.4,0.0,179.8,3.48,7.7,1.51
Limpopo,Maize,Sandy Loam,412.3,23.6,31.3,243.7,149.1,1.44,17.3,6.47
KwaZulu-Natal,Maize,Loam,584.7,23.0,30.7,287.3,155.2,4.44,31.6,7.22
Limpopo,Maize,Clay,422.6,25.2,19.7,184.3,245.4,5.78,25.1,5.46
North West,Wheat,Sandy,497.3,15.8,32.3,113.4,44.2,2.09,34.1,2.07
Free State,Sunflower,Clay,527.2,19.7,23.0,192.0,142.9,1.12,6.9,2.99
Free State,Wheat,Loam,673.1,26.2,34.4,305.0,140.0,1.07,52.7,5.35
Free State,Wheat,Sandy,755.1,18.4,45.0,177.8,205.4,0.61,15.9,4.57
Mpumalanga,Sunflower,Clay,363.6,18.1,14.8,0.0,190.4,1.0,32.8,1.81
Mpumalanga,Maize,Sandy,249.0,20.5,13.4,52.7,185.4,6.36,19.1,3.38
Free State,Sunflower,Sandy Loam,596.5,25.7,30.1,271.2,138.7,1.42,13.5,3.3
Free State,Maize,Sandy,762.9,19.8,36.4,93.7,170.4,4.54,23.5,6.15
KwaZulu-Natal,Wheat,Clay,542.2,21.4,33.1,92.6,172.5,0.93,22.3,4.28
KwaZulu-Natal,Maize,Clay,429.0,19.2,21.4,179.6,207.4,4.26,23.2,4.81
KwaZulu-Natal,Sunflower,Loam,568.0,22.4,32.9,149.2,200.3,1.87,2.7,4.09
Limpopo,Soybean,Sandy,846.5,23.8,46.5,335.6,224.7,0.75,20.2,5.25
Free State,Sunflower,Loam,652.2,25.2,29.1,29.6,219.1,4.48,7.1,2.84
North West,Maize,Sandy Loam,571.6,22.1,29.3,117.6,286.9,7.06,12.5,6.96
Limpopo,Wheat,Sandy,437.6,17.5,19.6,129.2,208.1,3.62,23.0,3.09
North West,Maize,Clay,650.0,24.4,36.4,236.7,124.3,1.99,2.8,7.36
Limpopo,Sunflower,Loam,696.1,23.1,35.9,326.2,216.3,2.24,42.0,3.99
Mpumalanga,Sunflower,Clay,425.1,23.2,23.2,64.0,156.6,3.4,11.2,1.01
Free State,Maize,Sandy,557.2,21.3,33.6,161.7,149.3,0.75,5.6,5.7
KwaZulu-Natal,Soybean,Sandy,666.2,29.1,38.0,118.3,234.2,5.38,1.0,3.77
Mpumalanga,Wheat,Sandy Loam,497.2,23.5,28.3,57.6,112.5,0.98,4.0,3.96
Free State,Maize,Sandy Loam,504.4,22.5,,155.2,178.8,2.95,18.8,6.47
Limpopo,Maize,Sandy Loam,619.0,28.8,39.3,96.7,211.6,3.9,80.9,6.66
Free State,Sunflower,Sandy,449.9,23.3,24.9,134.3,205.0,2.63,59.1,2.46
North West,Wheat,Loam,478.5,29.3,20.1,93.6,183.2,1.4,23.1,3.71
Limpopo,Wheat,Loam,614.0,19.7,39.0,45.0,186.6,1.23,57.7,4.4
Free State,Soybean,Loam,390.5,21.4,10.7,151.4,191.4,3.95,35.2,2.62
Free State,Wheat,Sandy,825.1,19.6,42.1,59.4,61.5,0.36,1.2,4.36
North West,Maize,Sandy Loam,597.5,16.0,27.2,0.0,114.6,1.31,46.0,6.64
North West,Soybean,Clay,645.7,22.0,33.8,284.1,152.3,0.61,21.7,4.37
Limpopo,Maize,Sandy,568.7,19.3,30.8,57.4,161.2,1.87,57.1,5.61
Limpopo,Soybean,Loam,528.7,21.4,22.9,105.4,198.4,2.36,16.9,3.33
Free State,Soybean,Loam,650.5,18.7,30.9,111.1,120.6,2.05,47.2,3.64
Free State,Maize,Clay,661.7,18.1,35.2,45.2,121.6,2.23,5.1,5.75
Limpopo,Wheat,Loam,326.3,20.6,14.7,174.9,174.0,3.77,11.0,2.97
Free State,Sunflower,Sandy Loam,755.9,21.5,41.8,22.6,176.0,1.82,5.0,3.19
KwaZulu-Natal,Soybean,Loam,514.6,20.3,30.0,163.5,27.0,4.61,8.6,2.27
Free State,Soybean,Clay,479.0,18.6,26.6,71.4,184.0,1.79,21.3,2.3
Limpopo,Wheat,Loam,191.2,23.2,7.6,181.1,170.9,1.25,4.6,2.73
Limpopo,Maize,Sandy Loam,467.0,17.7,29.6,127.4,143.4,2.27,1.3,5.8
Free State,Maize,Loam,566.5,27.7,31.9,155.0,117.4,2.57,25.9,6.87
Limpopo,Wheat,Sandy,584.9,20.7,34.9,218.4,199.8,1.7,64.5,4.32
Limpopo,Wheat,Clay,546.1,21.3,19.1,157.9,215.5,4.0,25.6,3.8
Free State,Sunflower,Clay,340.1,22.6,19.4,229.9,100.3,1.63,33.5,1.72
Free State,Sunflower,Sandy Loam,618.8,24.7,35.5,227.8,283.1,2.43,12.9,3.81
Limpopo,Sunflower,Sandy,520.4,23.8,29.8,96.6,174.8,1.0,1.0,3.12
Free State,Maize,Loam,503.5,24.2,25.6,159.6,166.0,1.49,27.4,7.31
Free State,Wheat,Sandy,481.0,22.3,26.0,357.3,248.7,2.09,126.7,4.67
Mpumalanga,Soybean,Clay,600.1,20.7,37.0,150.4,213.3,2.58,2.1,3.14
Free State,Wheat,Clay,697.9,25.1,43.9,63.2,145.7,4.31,16.5,3.82
Free State,Wheat,Sandy,844.9,20.8,41.3,68.0,49.8,0.75,10.9,4.36
Free State,Soybean,Sandy,571.5,19.4,23.9,93.2,268.5,1.39,1.2,3.06
Mpumalanga,Wheat,Sandy Loam,472.9,26.0,27.2,132.0,194.8,1.12,23.6,3.21
Limpopo,Wheat,Loam,150.0,21.3,5.0,226.7,188.1,1.53,10.4,3.47
North West,Maize,Sandy,906.8,21.7,,54.3,288.6,1.29,5.5,7.76
Limpopo,Soybean,Sandy,708.6,19.6,43.1,164.5,251.8,2.86,5.7,4.07
North West,Soybean,Sandy,515.6,23.5,22.3,183.5,270.7,2.24,35.2,3.3
North West,Soybean,Clay,534.6,18.2,25.4,117.7,210.8,4.03,3.5,3.04
North West,Soybean,Clay,534.2,21.1,31.8,236.1,279.8,1.55,23.8,4.28
North West,Maize,Loam,587.3,18.1,30.9,14.5,132.7,2.4,6.4,6.68
North West,Wheat,Sandy Loam,447.9,20.9,29.8,99.9,120.9,3.6,2.5,3.7
Free State,Wheat,Clay,428.5,26.2,23.0,183.7,214.7,2.4,14.0,3.81
KwaZulu-Natal,Maize,Loam,302.2,19.3,17.7,135.4,266.8,6.33,24.8,5.82
KwaZulu-Natal,Sunflower,Clay,416.1,23.5,22.1,88.6,158.4,1.87,91.5,2.38
KwaZulu-Natal,Soybean,Loam,535.9,24.8,18.2,157.7,139.9,3.02,4.7,4.06
Mpumalanga,Maize,Clay,558.6,29.6,39.3,48.6,170.3,1.34,39.8,5.46
North West,Wheat,Sandy,434.1,25.9,29.2,53.9,144.3,1.13,2.2,2.97
North West,Maize,Sandy,550.8,27.3,20.3,156.4,121.6,2.51,23.7,4.77
Free State,Sunflower,Sandy,725.9,22.1,43.2,163.1,227.8,2.62,4.2,3.27
Limpopo,Maize,Sandy,541.7,29.3,33.4,186.1,192.2,3.54,3.6,4.93
North West,Maize,Clay,812.2,25.4,45.2,0.0,149.8,3.48,32.9,6.86
Mpumalanga,Maize,Sandy,832.6,23.2,39.9,172.9,128.0,5.92,48.2,6.71
North West,Soybean,Clay,404.3,16.9,22.9,100.0,133.3,4.72,30.7,1.89
Limpopo,Soybean,Sandy Loam,392.8,24.4,13.3,5.2,271.0,0.42,37.6,2.51
Free State,Wheat,Loam,671.3,18.6,32.3,12.5,154.9,1.81,1.6,4.19
Limpopo,Soybean,Clay,652.0,17.9,18.9,139.8,176.1,2.1,21.0,3.46
North West,Maize,Sandy,608.6,20.1,36.6,223.3,189.7,3.27,15.8,6.12
North West,Sunflower,Clay,586.7,27.7,31.2,202.3,99.7,0.65,55.0,2.63
Mpumalanga,Soybean,Loam,574.3,22.2,29.7,166.0,99.2,3.78,4.3,3.07
Free State,Maize,Sandy Loam,270.4,29.9,20.4,60.7,153.6,5.07,15.4,3.89
North West,Maize,Sandy,630.2,25.7,40.8,173.8,198.5,1.85,8.3,6.34
Mpumalanga,Soybean,Clay,549.7,23.9,35.5,87.6,86.4,8.62,128.6,2.78
North West,Wheat,Loam,590.1,23.7,36.1,228.9,231.4,3.43,18.6,4.45
Limpopo,Wheat,Sandy Loam,488.0,22.3,17.6,263.1,181.0,3.12,25.7,4.4
North West,Wheat,Clay,638.9,19.0,38.9,87.0,251.0,1.2,64.9,4.32
Free State,Maize,Sandy Loam,443.1,25.2,19.8,253.9,154.9,7.26,12.6,5.65
Free State,Soybean,Clay,322.2,27.8,24.4,189.9,211.5,1.91,14.5,2.0
Free State,Maize,Sandy Loam,469.7,23.1,26.8,205.5,204.9,1.03,16.4,6.02
Mpumalanga,Soybean,Loam,541.7,26.9,27.6,0.0,247.0,1.9,7.5,3.36
Limpopo,Sunflower,Sandy,511.1,17.6,28.2,30.9,162.6,1.81,1.0,2.37
Free State,Soybean,Sandy,724.4,21.5,32.0,201.3,181.9,2.53,3.0,4.54
KwaZulu-Natal,Maize,Sandy Loam,593.4,22.6,30.1,63.5,218.7,5.76,14.8,6.5
North West,Maize,Sandy,531.5,20.3,26.4,116.6,243.4,2.73,7.2,6.2
Limpopo,Sunflower,Sandy Loam,530.9,21.4,29.0,145.6,252.4,2.83,8.1,2.94
Limpopo,Maize,Loam,239.5,22.1,9.8,126.0,210.8,1.3,6.3,5.51
Limpopo,Sunflower,Sandy,488.7,16.6,25.0,163.7,226.1,3.29,38.4,2.52
Limpopo,Soybean,Sandy Loam,522.0,26.4,30.2,115.7,158.0,1.49,6.7,3.3
Mpumalanga,Soybean,Sandy Loam,757.5,23.7,36.5,173.7,192.0,2.72,13.9,4.77
Mpumalanga,Soybean,Clay,432.5,26.9,21.5,0.0,343.3,0.42,86.6,9.45
Free State,Soybean,Sandy Loam,595.0,24.4,36.8,184.7,269.9,2.23,59.1,4.17
Free State,Maize,Loam,668.4,19.4,44.1,194.6,201.1,0.95,1.0,7.74
KwaZulu-Natal,Sunflower,Sandy Loam,446.4,15.7,16.2,60.0,214.3,3.47,30.0,2.18
North West,Sunflower,Sandy Loam,418.3,20.3,,30.9,275.5,3.48,37.0,2.53
Mpumalanga,Maize,Loam,507.6,20.3,27.0,123.2,139.9,2.6,35.8,6.32
North West,Sunflower,Sandy,545.4,27.3,33.3,271.9,145.5,0.9,20.9,3.08
Mpumalanga,Maize,Clay,580.9,22.0,31.3,97.6,135.1,1.63,1.0,5.76
Free State,Maize,Sandy,551.1,21.4,26.0,144.7,85.6,2.0,25.5,5.22
KwaZulu-Natal,Wheat,Loam,623.5,22.0,38.3,107.5,114.5,2.66,3.8,4.32
Limpopo,Soybean,Loam,370.9,20.9,34.4,0.0,94.1,3.13,25.8,2.66
KwaZulu-Natal,Soybean,Loam,367.6,25.3,21.7,29.6,50.4,2.0,3.3,2.45
Free State,Soybean,Loam,638.8,25.3,36.6,198.2,197.6,1.84,48.9,4.65
Mpumalanga,Soybean,Sandy Loam,688.7,26.0,42.3,65.0,229.2,2.33,2.8,3.68
Limpopo,Soybean,Sandy,537.4,21.6,37.6,187.5,374.6,0.49,16.0,4.04
North West,Soybean,Sandy,664.8,22.4,33.6,256.0,119.8,7.06,9.6,2.67
Limpopo,Sunflower,Sandy,579.1,22.0,32.6,203.2,149.9,3.4,1.7,2.39
Mpumalanga,Soybean,Loam,367.1,27.0,25.8,0.0,242.6,1.09,4.5,2.76
KwaZulu-Natal,Wheat,Loam,428.9,23.0,,89.1,189.2,4.43,23.4,3.87
North West,Soybean,Sandy Loam,295.4,25.6,14.4,102.1,72.2,2.17,19.4,2.74
KwaZulu-Natal,Sunflower,Loam,719.1,19.0,47.6,165.1,180.1,2.57,4.1,3.76
KwaZulu-Natal,Wheat,Loam,708.1,18.7,42.7,122.1,169.7,4.98,20.1,4.99
Free State,Soybean,Clay,640.2,28.5,33.6,168.8,167.2,1.81,2.9,3.85
Free State,Sunflower,Clay,491.4,23.5,27.5,144.1,147.3,2.37,3.5,2.43
Free State,Soybean,Sandy Loam,452.7,21.4,28.8,102.6,220.3,3.16,1.4,2.7
KwaZulu-Natal,Sunflower,Loam,339.3,16.1,21.5,80.3,265.2,3.4,26.0,2.49
Limpopo,Sunflower,Loam,470.7,18.6,26.5,240.6,103.9,1.76,1.0,2.85
Limpopo,Sunflower,Loam,572.0,26.8,25.1,111.1,105.3,3.72,35.8,2.25
